period,reported_district,data_type,age_group,total
2023-05-01,Mbala,Confirmed,Under 5,1379
2023-05-01,Mbala,Confirmed,Over 5,4583
2023-05-01,Mbala,Confirmed,Under 5,385
2023-05-01,Mbala,Confirmed_Passive_CHW,Over 5,3727
2023-05-01,Mbala,Confirmed_Passive_CHW,Under 5,1153
2023-05-01,Mbala,Confirmed_Passive_CHW,NA,0
2023-05-01,Mporokoso,Confirmed,Under 5,354
2023-05-01,Mporokoso,Confirmed,Over 5,1986
2023-05-01,Mporokoso,Confirmed,Under 5,36
2023-05-01,Mporokoso,Confirmed_Passive_CHW,Over 5,2731
2023-05-01,Mporokoso,Confirmed_Passive_CHW,Under 5,700
2023-05-01,Mporokoso,Confirmed_Passive_CHW,NA,0
2023-05-01,Mpulungu,Clinical,Under 5,15
2023-05-01,Mpulungu,Clinical,Over 5,51
2023-05-01,Mpulungu,Clinical,Under 5,2
2023-05-01,Mpulungu,Confirmed,Under 5,1751
2023-05-01,Mpulungu,Confirmed,Over 5,4897
2023-05-01,Mpulungu,Confirmed,Under 5,641
2023-05-01,Mpulungu,Confirmed_Passive_CHW,Over 5,1668
2023-05-01,Mpulungu,Confirmed_Passive_CHW,Under 5,770
2023-05-01,Mpulungu,Confirmed_Passive_CHW,NA,0
2023-05-01,Mungwi,Clinical,Under 5,5
2023-05-01,Mungwi,Clinical,Over 5,69
2023-05-01,Mungwi,Clinical,Under 5,7
2023-05-01,Mungwi,Confirmed,Under 5,3759
2023-05-01,Mungwi,Confirmed,Over 5,10564
2023-05-01,Mungwi,Confirmed,Under 5,1196
2023-05-01,Nsama,Clinical,Under 5,6
2023-05-01,Nsama,Clinical,Over 5,28
2023-05-01,Nsama,Clinical,Under 5,4
2023-05-01,Nsama,Confirmed,Under 5,929
2023-05-01,Nsama,Confirmed,Over 5,2789
2023-05-01,Nsama,Confirmed,Under 5,253
2023-05-01,Nsama,Confirmed_Passive_CHW,Over 5,1866
2023-05-01,Nsama,Confirmed_Passive_CHW,Under 5,933
2023-05-01,Nsama,Confirmed_Passive_CHW,NA,0
2023-05-01,Senga,Clinical,Under 5,23
2023-05-01,Senga,Clinical,Over 5,82
2023-05-01,Senga,Clinical,Under 5,9
2023-05-01,Senga,Confirmed,Under 5,1018
2023-05-01,Senga,Confirmed,Over 5,3920
2023-05-01,Senga,Confirmed,Under 5,283
2023-05-01,Senga,Confirmed_Passive_CHW,Over 5,4158
2023-05-01,Senga,Confirmed_Passive_CHW,Under 5,1873
2023-05-01,Senga,Confirmed_Passive_CHW,NA,0
2023-06-01,Chilubi,Clinical,Under 5,6
2023-06-01,Chilubi,Clinical,Over 5,60
2023-06-01,Chilubi,Clinical,Under 5,2
2023-06-01,Chilubi,Confirmed,Under 5,1983
2023-06-01,Chilubi,Confirmed,Over 5,3316
2023-06-01,Chilubi,Confirmed,Under 5,1069
2023-06-01,Chilubi,Confirmed_Passive_CHW,Over 5,0
2023-06-01,Chilubi,Confirmed_Passive_CHW,Under 5,0
2023-06-01,Chilubi,Confirmed_Passive_CHW,NA,0
2023-06-01,Kaputa,Confirmed,Under 5,1136
2023-06-01,Kaputa,Confirmed,Over 5,3138
2023-06-01,Kaputa,Confirmed,Under 5,467
2023-06-01,Kasama,Clinical,Over 5,5
2023-06-01,Kasama,Confirmed,Under 5,3638
2023-06-01,Kasama,Confirmed,Over 5,13628
2023-06-01,Kasama,Confirmed,Under 5,818
2023-06-01,Lunte,Clinical,Under 5,7
2023-06-01,Lunte,Clinical,Over 5,31
2023-06-01,Lunte,Confirmed,Under 5,1197
2023-06-01,Lunte,Confirmed,Over 5,4715
2023-06-01,Lunte,Confirmed,Under 5,301
2023-06-01,Lunte,Confirmed_Passive_CHW,Over 5,0
2023-06-01,Lunte,Confirmed_Passive_CHW,Under 5,0
2023-06-01,Lunte,Confirmed_Passive_CHW,NA,0
2023-06-01,Lupososhi,Clinical,Under 5,104
2023-06-01,Lupososhi,Clinical,Over 5,103
2023-06-01,Lupososhi,Clinical,Under 5,39
2023-06-01,Lupososhi,Confirmed,Under 5,885
2023-06-01,Lupososhi,Confirmed,Over 5,1595
2023-06-01,Lupososhi,Confirmed,Under 5,370
2023-06-01,Luwingu,Clinical,Under 5,100
2023-06-01,Luwingu,Clinical,Over 5,235
2023-06-01,Luwingu,Clinical,Under 5,37
2023-06-01,Luwingu,Confirmed,Under 5,1428
2023-06-01,Luwingu,Confirmed,Over 5,3971
2023-06-01,Luwingu,Confirmed,Under 5,587
2023-06-01,Mbala,Clinical,Under 5,23
2023-06-01,Mbala,Clinical,Over 5,145
2023-06-01,Mbala,Clinical,Under 5,5
2023-06-01,Mbala,Confirmed,Under 5,1140
2023-06-01,Mbala,Confirmed,Over 5,4703
2023-06-01,Mbala,Confirmed,Under 5,379
2023-06-01,Mbala,Confirmed_Passive_CHW,Over 5,3385
2023-06-01,Mbala,Confirmed_Passive_CHW,Under 5,928
2023-06-01,Mbala,Confirmed_Passive_CHW,NA,0
2023-06-01,Mporokoso,Confirmed,Under 5,255
2023-06-01,Mporokoso,Confirmed,Over 5,1373
2023-06-01,Mporokoso,Confirmed,Under 5,48
2023-06-01,Mporokoso,Confirmed_Passive_CHW,Over 5,3333
2023-06-01,Mporokoso,Confirmed_Passive_CHW,Under 5,836
2023-06-01,Mporokoso,Confirmed_Passive_CHW,NA,0
2023-06-01,Mpulungu,Clinical,Under 5,7
2023-06-01,Mpulungu,Clinical,Over 5,34
2023-06-01,Mpulungu,Clinical,Under 5,4
2023-06-01,Mpulungu,Confirmed,Under 5,1403
2023-06-01,Mpulungu,Confirmed,Over 5,4628
2023-06-01,Mpulungu,Confirmed,Under 5,457
2023-06-01,Mpulungu,Confirmed_Passive_CHW,Over 5,2553
2023-06-01,Mpulungu,Confirmed_Passive_CHW,Under 5,1008
2023-06-01,Mpulungu,Confirmed_Passive_CHW,NA,0
2023-06-01,Mungwi,Clinical,Under 5,9
2023-06-01,Mungwi,Clinical,Over 5,40
2023-06-01,Mungwi,Clinical,Under 5,11
2023-06-01,Mungwi,Confirmed,Under 5,3354
2023-06-01,Mungwi,Confirmed,Over 5,9903
2023-06-01,Mungwi,Confirmed,Under 5,1011
2023-06-01,Nsama,Clinical,Under 5,16
2023-06-01,Nsama,Clinical,Over 5,74
2023-06-01,Nsama,Confirmed,Under 5,1022
2023-06-01,Nsama,Confirmed,Over 5,2874
2023-06-01,Nsama,Confirmed,Under 5,266
2023-06-01,Nsama,Confirmed_Passive_CHW,Over 5,1707
2023-06-01,Nsama,Confirmed_Passive_CHW,Under 5,934
2023-06-01,Nsama,Confirmed_Passive_CHW,NA,0
2023-06-01,Senga,Clinical,Under 5,6
2023-06-01,Senga,Clinical,Over 5,90
2023-06-01,Senga,Clinical,Under 5,1
2023-06-01,Senga,Confirmed,Under 5,1385
2023-06-01,Senga,Confirmed,Over 5,4485
2023-06-01,Senga,Confirmed,Under 5,315
2023-06-01,Senga,Confirmed_Passive_CHW,Over 5,4153
2023-06-01,Senga,Confirmed_Passive_CHW,Under 5,1632
2023-06-01,Senga,Confirmed_Passive_CHW,NA,0
2023-07-01,Chilubi,Clinical,Under 5,63
2023-07-01,Chilubi,Clinical,Over 5,105
2023-07-01,Chilubi,Clinical,Under 5,34
2023-07-01,Chilubi,Confirmed,Under 5,1503
2023-07-01,Chilubi,Confirmed,Over 5,2378
2023-07-01,Chilubi,Confirmed,Under 5,824
2023-07-01,Chilubi,Confirmed_Passive_CHW,Over 5,0
2023-07-01,Chilubi,Confirmed_Passive_CHW,Under 5,0
2023-07-01,Chilubi,Confirmed_Passive_CHW,NA,0
2023-07-01,Kaputa,Confirmed,Under 5,1106
2023-07-01,Kaputa,Confirmed,Over 5,2390
2023-07-01,Kaputa,Confirmed,Under 5,332
2023-07-01,Kasama,Clinical,Under 5,2
2023-07-01,Kasama,Clinical,Over 5,4
2023-07-01,Kasama,Confirmed,Under 5,1910
2023-07-01,Kasama,Confirmed,Over 5,6234
2023-07-01,Kasama,Confirmed,Under 5,522
2023-07-01,Lunte,Clinical,Under 5,4
2023-07-01,Lunte,Clinical,Over 5,45
2023-07-01,Lunte,Clinical,Under 5,1
2023-07-01,Lunte,Confirmed,Under 5,599
2023-07-01,Lunte,Confirmed,Over 5,2112
2023-07-01,Lunte,Confirmed,Under 5,109
2023-07-01,Lunte,Confirmed_Passive_CHW,Over 5,0
2023-07-01,Lunte,Confirmed_Passive_CHW,Under 5,6
2023-07-01,Lunte,Confirmed_Passive_CHW,NA,3
2023-07-01,Lupososhi,Clinical,Under 5,32
2023-07-01,Lupososhi,Clinical,Over 5,27
2023-07-01,Lupososhi,Clinical,Under 5,8
2023-07-01,Lupososhi,Confirmed,Under 5,818
2023-07-01,Lupososhi,Confirmed,Over 5,1312
2023-07-01,Lupososhi,Confirmed,Under 5,265
2023-07-01,Luwingu,Clinical,Under 5,73
2023-07-01,Luwingu,Clinical,Over 5,200
2023-07-01,Luwingu,Clinical,Under 5,176
2023-07-01,Luwingu,Confirmed,Under 5,1313
2023-07-01,Luwingu,Confirmed,Over 5,3163
2023-07-01,Luwingu,Confirmed,Under 5,601
2023-07-01,Mbala,Clinical,Under 5,5
2023-07-01,Mbala,Clinical,Over 5,28
2023-07-01,Mbala,Clinical,Under 5,1
2023-07-01,Mbala,Confirmed,Under 5,696
2023-07-01,Mbala,Confirmed,Over 5,2548
2023-07-01,Mbala,Confirmed,Under 5,271
2023-07-01,Mbala,Confirmed_Passive_CHW,Over 5,1991
2023-07-01,Mbala,Confirmed_Passive_CHW,Under 5,626
2023-07-01,Mbala,Confirmed_Passive_CHW,NA,0
2023-07-01,Mporokoso,Confirmed,Under 5,144
2023-07-01,Mporokoso,Confirmed,Over 5,559
2023-07-01,Mporokoso,Confirmed,Under 5,14
2023-07-01,Mporokoso,Confirmed_Passive_CHW,Over 5,1717
2023-07-01,Mporokoso,Confirmed_Passive_CHW,Under 5,535
2023-07-01,Mporokoso,Confirmed_Passive_CHW,NA,0
2023-07-01,Mpulungu,Confirmed,Under 5,1074
2023-07-01,Mpulungu,Confirmed,Over 5,2962
2023-07-01,Mpulungu,Confirmed,Under 5,359
2023-07-01,Mpulungu,Confirmed_Passive_CHW,Over 5,2175
2023-07-01,Mpulungu,Confirmed_Passive_CHW,Under 5,999
2023-07-01,Mpulungu,Confirmed_Passive_CHW,NA,0
2023-07-01,Mungwi,Clinical,Under 5,3
2023-07-01,Mungwi,Clinical,Over 5,17
2023-07-01,Mungwi,Clinical,Under 5,4
2023-07-01,Mungwi,Confirmed,Under 5,2400
2023-07-01,Mungwi,Confirmed,Over 5,5636
2023-07-01,Mungwi,Confirmed,Under 5,631
2023-07-01,Nsama,Clinical,Under 5,34
2023-07-01,Nsama,Clinical,Over 5,45
2023-07-01,Nsama,Clinical,Under 5,13
2023-07-01,Nsama,Confirmed,Under 5,860
2023-07-01,Nsama,Confirmed,Over 5,2044
2023-07-01,Nsama,Confirmed,Under 5,190
2023-07-01,Nsama,Confirmed_Passive_CHW,Over 5,1535
2023-07-01,Nsama,Confirmed_Passive_CHW,Under 5,874
2023-07-01,Nsama,Confirmed_Passive_CHW,NA,0
2023-07-01,Senga,Clinical,Over 5,7
2023-07-01,Senga,Confirmed,Under 5,850
2023-07-01,Senga,Confirmed,Over 5,2527
2023-07-01,Senga,Confirmed,Under 5,231
2023-07-01,Senga,Confirmed_Passive_CHW,Over 5,2613
2023-07-01,Senga,Confirmed_Passive_CHW,Under 5,1384
2023-07-01,Senga,Confirmed_Passive_CHW,NA,0
2023-08-01,Chilubi,Clinical,Under 5,57
2023-08-01,Chilubi,Clinical,Over 5,96
2023-08-01,Chilubi,Clinical,Under 5,40
2023-08-01,Chilubi,Confirmed,Under 5,1641
2023-08-01,Chilubi,Confirmed,Over 5,1727
2023-08-01,Chilubi,Confirmed,Under 5,887
2023-08-01,Chilubi,Confirmed_Passive_CHW,Over 5,0
2023-08-01,Chilubi,Confirmed_Passive_CHW,Under 5,0
2023-08-01,Chilubi,Confirmed_Passive_CHW,NA,0
2023-08-01,Kaputa,Clinical,Under 5,16
2023-08-01,Kaputa,Clinical,Over 5,423
2023-08-01,Kaputa,Clinical,Under 5,5
2023-08-01,Kaputa,Confirmed,Under 5,1427
2023-08-01,Kaputa,Confirmed,Over 5,3144
2023-08-01,Kaputa,Confirmed,Under 5,559
2023-08-01,Kaputa,Confirmed_Passive_CHW,Over 5,92
2023-08-01,Kaputa,Confirmed_Passive_CHW,Under 5,52
2023-08-01,Kaputa,Confirmed_Passive_CHW,NA,0
2023-08-01,Kasama,Clinical,Over 5,5
2023-08-01,Kasama,Confirmed,Under 5,1575
2023-08-01,Kasama,Confirmed,Over 5,4566
2023-08-01,Kasama,Confirmed,Under 5,449
2023-08-01,Lunte,Clinical,Under 5,7
2023-08-01,Lunte,Clinical,Over 5,13
2023-08-01,Lunte,Clinical,Under 5,4
2023-08-01,Lunte,Confirmed,Under 5,369
2023-08-01,Lunte,Confirmed,Over 5,1100
2023-08-01,Lunte,Confirmed,Under 5,79
2023-08-01,Lunte,Confirmed_Passive_CHW,Over 5,273
2023-08-01,Lunte,Confirmed_Passive_CHW,Under 5,204
2023-08-01,Lunte,Confirmed_Passive_CHW,NA,0
2023-08-01,Lupososhi,Clinical,Over 5,1
2023-08-01,Lupososhi,Confirmed,Under 5,732
2023-08-01,Lupososhi,Confirmed,Over 5,1087
2023-08-01,Lupososhi,Confirmed,Under 5,317
2023-08-01,Luwingu,Confirmed,Under 5,963
2023-08-01,Luwingu,Confirmed,Over 5,2201
2023-08-01,Luwingu,Confirmed,Under 5,400
2023-08-01,Mbala,Clinical,Over 5,4
2023-08-01,Mbala,Confirmed,Under 5,438
2023-08-01,Mbala,Confirmed,Over 5,1145
2023-08-01,Mbala,Confirmed,Under 5,121
2023-08-01,Mbala,Confirmed_Passive_CHW,Over 5,1217
2023-08-01,Mbala,Confirmed_Passive_CHW,Under 5,478
2023-08-01,Mbala,Confirmed_Passive_CHW,NA,0
2023-08-01,Mporokoso,Confirmed,Under 5,144
2023-08-01,Mporokoso,Confirmed,Over 5,375
2023-08-01,Mporokoso,Confirmed,Under 5,25
2023-08-01,Mporokoso,Confirmed_Passive_CHW,Over 5,1161
2023-08-01,Mporokoso,Confirmed_Passive_CHW,Under 5,422
2023-08-01,Mporokoso,Confirmed_Passive_CHW,NA,0
2023-08-01,Mpulungu,Clinical,Under 5,51
2023-08-01,Mpulungu,Clinical,Over 5,95
2023-08-01,Mpulungu,Clinical,Under 5,30
2023-08-01,Mpulungu,Confirmed,Under 5,1070
2023-08-01,Mpulungu,Confirmed,Over 5,2504
2023-08-01,Mpulungu,Confirmed,Under 5,324
2023-08-01,Mpulungu,Confirmed_Passive_CHW,Over 5,1325
2023-08-01,Mpulungu,Confirmed_Passive_CHW,Under 5,750
2023-08-01,Mpulungu,Confirmed_Passive_CHW,NA,0
2023-08-01,Mungwi,Clinical,Under 5,11
2023-08-01,Mungwi,Clinical,Over 5,19
2023-08-01,Mungwi,Clinical,Under 5,5
2023-08-01,Mungwi,Confirmed,Under 5,2158
2023-08-01,Mungwi,Confirmed,Over 5,4122
2023-08-01,Mungwi,Confirmed,Under 5,580
2023-08-01,Nsama,Confirmed,Under 5,904
2023-08-01,Nsama,Confirmed,Over 5,1878
2023-08-01,Nsama,Confirmed,Under 5,197
2023-08-01,Nsama,Confirmed_Passive_CHW,Over 5,1517
2023-08-01,Nsama,Confirmed_Passive_CHW,Under 5,1034
2023-08-01,Nsama,Confirmed_Passive_CHW,NA,0
2023-08-01,Senga,Clinical,Under 5,1
2023-08-01,Senga,Confirmed,Under 5,568
2023-08-01,Senga,Confirmed,Over 5,1228
2023-08-01,Senga,Confirmed,Under 5,127
2023-08-01,Senga,Confirmed_Passive_CHW,Over 5,1476
2023-08-01,Senga,Confirmed_Passive_CHW,Under 5,700
2023-08-01,Senga,Confirmed_Passive_CHW,NA,0
2023-09-01,Chilubi,Clinical,Under 5,4
2023-09-01,Chilubi,Clinical,Over 5,32
2023-09-01,Chilubi,Clinical,Under 5,3
2023-09-01,Chilubi,Confirmed,Under 5,1683
2023-09-01,Chilubi,Confirmed,Over 5,2185
2023-09-01,Chilubi,Confirmed,Under 5,893
2023-09-01,Chilubi,Confirmed_Passive_CHW,Over 5,0
2023-09-01,Chilubi,Confirmed_Passive_CHW,Under 5,0
2023-09-01,Chilubi,Confirmed_Passive_CHW,NA,0
2023-09-01,Kaputa,Confirmed,Under 5,1165
2023-09-01,Kaputa,Confirmed,Over 5,2820
2023-09-01,Kaputa,Confirmed,Under 5,432
2023-09-01,Kaputa,Confirmed_Passive_CHW,Over 5,807
2023-09-01,Kaputa,Confirmed_Passive_CHW,Under 5,586
2023-09-01,Kaputa,Confirmed_Passive_CHW,NA,0
2023-09-01,Kasama,Clinical,Over 5,4
2023-09-01,Kasama,Confirmed,Under 5,1839
2023-09-01,Kasama,Confirmed,Over 5,5105
2023-09-01,Kasama,Confirmed,Under 5,532
2023-09-01,Kasama,Confirmed_Passive_CHW,Over 5,35
2023-09-01,Kasama,Confirmed_Passive_CHW,Under 5,11
2023-09-01,Kasama,Confirmed_Passive_CHW,NA,0
2023-09-01,Lunte,Clinical,Under 5,1
2023-09-01,Lunte,Clinical,Over 5,11
2023-09-01,Lunte,Clinical,Under 5,1
2023-09-01,Lunte,Confirmed,Under 5,367
2023-09-01,Lunte,Confirmed,Over 5,1470
2023-09-01,Lunte,Confirmed,Under 5,100
2023-09-01,Lunte,Confirmed_Passive_CHW,Over 5,632
2023-09-01,Lunte,Confirmed_Passive_CHW,Under 5,356
2023-09-01,Lunte,Confirmed_Passive_CHW,NA,0
2023-09-01,Lupososhi,Clinical,Under 5,40
2023-09-01,Lupososhi,Clinical,Over 5,25
2023-09-01,Lupososhi,Clinical,Under 5,13
2023-09-01,Lupososhi,Confirmed,Under 5,1053
2023-09-01,Lupososhi,Confirmed,Over 5,1425
2023-09-01,Lupososhi,Confirmed,Under 5,337
2023-09-01,Lupososhi,Confirmed_Passive_CHW,Over 5,103
2023-09-01,Lupososhi,Confirmed_Passive_CHW,Under 5,102
2023-09-01,Lupososhi,Confirmed_Passive_CHW,NA,0
2023-09-01,Luwingu,Clinical,Under 5,7
2023-09-01,Luwingu,Clinical,Over 5,7
2023-09-01,Luwingu,Clinical,Under 5,1
2023-09-01,Luwingu,Confirmed,Under 5,1118
2023-09-01,Luwingu,Confirmed,Over 5,2304
2023-09-01,Luwingu,Confirmed,Under 5,561
2023-09-01,Mbala,Clinical,Over 5,3
2023-09-01,Mbala,Confirmed,Under 5,422
2023-09-01,Mbala,Confirmed,Over 5,1280
2023-09-01,Mbala,Confirmed,Under 5,112
2023-09-01,Mbala,Confirmed_Passive_CHW,Over 5,1346
2023-09-01,Mbala,Confirmed_Passive_CHW,Under 5,522
2023-09-01,Mbala,Confirmed_Passive_CHW,NA,0
2023-09-01,Mporokoso,Confirmed,Under 5,181
2023-09-01,Mporokoso,Confirmed,Over 5,600
2023-09-01,Mporokoso,Confirmed,Under 5,37
2023-09-01,Mporokoso,Confirmed_Passive_CHW,Over 5,1357
2023-09-01,Mporokoso,Confirmed_Passive_CHW,Under 5,465
2023-09-01,Mporokoso,Confirmed_Passive_CHW,NA,0
2023-09-01,Mpulungu,Confirmed,Under 5,1128
2023-09-01,Mpulungu,Confirmed,Over 5,2573
2023-09-01,Mpulungu,Confirmed,Under 5,343
2023-09-01,Mpulungu,Confirmed_Passive_CHW,Over 5,2116
2023-09-01,Mpulungu,Confirmed_Passive_CHW,Under 5,944
2023-09-01,Mpulungu,Confirmed_Passive_CHW,NA,0
2023-09-01,Mungwi,Clinical,Under 5,7
2023-09-01,Mungwi,Clinical,Over 5,2
2023-09-01,Mungwi,Clinical,Under 5,3
2023-09-01,Mungwi,Confirmed,Under 5,2226
2023-09-01,Mungwi,Confirmed,Over 5,4956
2023-09-01,Mungwi,Confirmed,Under 5,587
2023-09-01,Nsama,Clinical,Under 5,2
2023-09-01,Nsama,Clinical,Over 5,1
2023-09-01,Nsama,Confirmed,Under 5,1057
2023-09-01,Nsama,Confirmed,Over 5,2317
2023-09-01,Nsama,Confirmed,Under 5,262
2023-09-01,Nsama,Confirmed_Passive_CHW,Over 5,1489
2023-09-01,Nsama,Confirmed_Passive_CHW,Under 5,877
2023-09-01,Nsama,Confirmed_Passive_CHW,NA,0
2023-09-01,Senga,Clinical,Under 5,18
2023-09-01,Senga,Clinical,Over 5,30
2023-09-01,Senga,Clinical,Under 5,1
2023-09-01,Senga,Confirmed,Under 5,511
2023-09-01,Senga,Confirmed,Over 5,1341
2023-09-01,Senga,Confirmed,Under 5,117
2023-09-01,Senga,Confirmed_Passive_CHW,Over 5,2810
2023-09-01,Senga,Confirmed_Passive_CHW,Under 5,1398
2023-09-01,Senga,Confirmed_Passive_CHW,NA,0
2023-10-01,Chilubi,Clinical,Under 5,4
2023-10-01,Chilubi,Clinical,Over 5,6
2023-10-01,Chilubi,Clinical,Under 5,3
2023-10-01,Chilubi,Confirmed,Under 5,1747
2023-10-01,Chilubi,Confirmed,Over 5,2044
2023-10-01,Chilubi,Confirmed,Under 5,892
2023-10-01,Chilubi,Confirmed_Passive_CHW,Over 5,0
2023-10-01,Chilubi,Confirmed_Passive_CHW,Under 5,0
2023-10-01,Chilubi,Confirmed_Passive_CHW,NA,0
2023-10-01,Kaputa,Clinical,Under 5,19
2023-10-01,Kaputa,Clinical,Over 5,17
2023-10-01,Kaputa,Confirmed,Under 5,808
2023-10-01,Kaputa,Confirmed,Over 5,2197
2023-10-01,Kaputa,Confirmed,Under 5,282
2023-10-01,Kaputa,Confirmed_Passive_CHW,Over 5,2161
2023-10-01,Kaputa,Confirmed_Passive_CHW,Under 5,1330
2023-10-01,Kaputa,Confirmed_Passive_CHW,NA,0
2023-10-01,Kasama,Clinical,Over 5,1
2023-10-01,Kasama,Confirmed,Under 5,2146
2023-10-01,Kasama,Confirmed,Over 5,8005
2023-10-01,Kasama,Confirmed,Under 5,538
2023-10-01,Kasama,Confirmed_Passive_CHW,Over 5,42
2023-10-01,Kasama,Confirmed_Passive_CHW,Under 5,12
2023-10-01,Kasama,Confirmed_Passive_CHW,NA,0
2023-10-01,Lunte,Confirmed,Under 5,605
2023-10-01,Lunte,Confirmed,Over 5,2445
2023-10-01,Lunte,Confirmed,Under 5,170
2023-10-01,Lunte,Confirmed_Passive_CHW,Over 5,1039
2023-10-01,Lunte,Confirmed_Passive_CHW,Under 5,461
2023-10-01,Lunte,Confirmed_Passive_CHW,NA,0
2023-10-01,Lupososhi,Confirmed,Under 5,1110
2023-10-01,Lupososhi,Confirmed,Over 5,1785
2023-10-01,Lupososhi,Confirmed,Under 5,400
2023-10-01,Lupososhi,Confirmed_Passive_CHW,Over 5,177
2023-10-01,Lupososhi,Confirmed_Passive_CHW,Under 5,118
2023-10-01,Lupososhi,Confirmed_Passive_CHW,NA,0
2023-10-01,Luwingu,Clinical,Under 5,61
2023-10-01,Luwingu,Clinical,Over 5,123
2023-10-01,Luwingu,Clinical,Under 5,15
2023-10-01,Luwingu,Confirmed,Under 5,1263
2023-10-01,Luwingu,Confirmed,Over 5,3112
2023-10-01,Luwingu,Confirmed,Under 5,382
2023-10-01,Mbala,Clinical,Over 5,1
2023-10-01,Mbala,Confirmed,Under 5,620
2023-10-01,Mbala,Confirmed,Over 5,2028
2023-10-01,Mbala,Confirmed,Under 5,167
2023-10-01,Mbala,Confirmed_Passive_CHW,Over 5,1883
2023-10-01,Mbala,Confirmed_Passive_CHW,Under 5,656
2023-10-01,Mbala,Confirmed_Passive_CHW,NA,0
2023-10-01,Mporokoso,Confirmed,Under 5,344
2023-10-01,Mporokoso,Confirmed,Over 5,1428
2023-10-01,Mporokoso,Confirmed,Under 5,127
2023-10-01,Mporokoso,Confirmed_Passive_CHW,Over 5,3271
2023-10-01,Mporokoso,Confirmed_Passive_CHW,Under 5,854
2023-10-01,Mporokoso,Confirmed_Passive_CHW,NA,0
2023-10-01,Mpulungu,Clinical,Under 5,1
2023-10-01,Mpulungu,Clinical,Over 5,7
2023-10-01,Mpulungu,Clinical,Under 5,1
2023-10-01,Mpulungu,Confirmed,Under 5,1437
2023-10-01,Mpulungu,Confirmed,Over 5,3528
2023-10-01,Mpulungu,Confirmed,Under 5,431
2023-10-01,Mpulungu,Confirmed_Passive_CHW,Over 5,2309
2023-10-01,Mpulungu,Confirmed_Passive_CHW,Under 5,1119
2023-10-01,Mpulungu,Confirmed_Passive_CHW,NA,0
2023-10-01,Mungwi,Clinical,Over 5,2
2023-10-01,Mungwi,Confirmed,Under 5,3004
2023-10-01,Mungwi,Confirmed,Over 5,6934
2023-10-01,Mungwi,Confirmed,Under 5,801
2023-10-01,Nsama,Clinical,Under 5,5
2023-10-01,Nsama,Clinical,Over 5,19
2023-10-01,Nsama,Clinical,Under 5,4
2023-10-01,Nsama,Confirmed,Under 5,931
2023-10-01,Nsama,Confirmed,Over 5,2576
2023-10-01,Nsama,Confirmed,Under 5,269
2023-10-01,Nsama,Confirmed_Passive_CHW,Over 5,1674
2023-10-01,Nsama,Confirmed_Passive_CHW,Under 5,802
2023-10-01,Nsama,Confirmed_Passive_CHW,NA,0
2023-10-01,Senga,Confirmed,Under 5,600
2023-10-01,Senga,Confirmed,Over 5,1814
2023-10-01,Senga,Confirmed,Under 5,152
2023-10-01,Senga,Confirmed_Passive_CHW,Over 5,4239
2023-10-01,Senga,Confirmed_Passive_CHW,Under 5,1922
2023-10-01,Senga,Confirmed_Passive_CHW,NA,0
2023-11-01,Chilubi,Clinical,Under 5,8
2023-11-01,Chilubi,Clinical,Over 5,49
2023-11-01,Chilubi,Clinical,Under 5,14
2023-11-01,Chilubi,Confirmed,Under 5,2085
2023-11-01,Chilubi,Confirmed,Over 5,2629
2023-11-01,Chilubi,Confirmed,Under 5,1037
2023-11-01,Chilubi,Confirmed_Passive_CHW,Over 5,0
2023-11-01,Chilubi,Confirmed_Passive_CHW,Under 5,0
2023-11-01,Chilubi,Confirmed_Passive_CHW,NA,0
2023-11-01,Kaputa,Clinical,Under 5,12
2023-11-01,Kaputa,Clinical,Over 5,38
2023-11-01,Kaputa,Clinical,Under 5,7
2023-11-01,Kaputa,Confirmed,Under 5,624
2023-11-01,Kaputa,Confirmed,Over 5,1623
2023-11-01,Kaputa,Confirmed,Under 5,277
2023-11-01,Kaputa,Confirmed_Passive_CHW,Over 5,3580
2023-11-01,Kaputa,Confirmed_Passive_CHW,Under 5,2434
2023-11-01,Kaputa,Confirmed_Passive_CHW,NA,0
2023-11-01,Kasama,Clinical,Under 5,3
2023-11-01,Kasama,Clinical,Over 5,14
2023-11-01,Kasama,Confirmed,Under 5,3439
2023-11-01,Kasama,Confirmed,Over 5,11592
2023-11-01,Kasama,Confirmed,Under 5,829
2023-11-01,Kasama,Confirmed_Passive_CHW,Over 5,36
2023-11-01,Kasama,Confirmed_Passive_CHW,Under 5,6
2023-11-01,Kasama,Confirmed_Passive_CHW,NA,0
2023-11-01,Lunte,Confirmed,Under 5,1037
2023-11-01,Lunte,Confirmed,Over 5,4378
2023-11-01,Lunte,Confirmed,Under 5,259
2023-11-01,Lunte,Confirmed_Passive_CHW,Over 5,2347
2023-11-01,Lunte,Confirmed_Passive_CHW,Under 5,871
2023-11-01,Lunte,Confirmed_Passive_CHW,NA,0
2023-11-01,Lupososhi,Clinical,Under 5,26
2023-11-01,Lupososhi,Clinical,Over 5,28
2023-11-01,Lupososhi,Clinical,Under 5,12
2023-11-01,Lupososhi,Confirmed,Under 5,1661
2023-11-01,Lupososhi,Confirmed,Over 5,2237
2023-11-01,Lupososhi,Confirmed,Under 5,537
2023-11-01,Lupososhi,Confirmed_Passive_CHW,Over 5,238
